Item#,Description,Metal,Gms,Categories,Collections,Diamond Quality,Size,Quantity OH,Price,Image
KJ01536P.PS-1-22F,14KY 1ctw (PS-1ctr) F+VS+ LGD PEND 2.15gms,14KY,2.15,PEND,,F+VS+,,1,762,https://images.kirajewels.net/USA/KJ01536P.PS-1-22.png
KJ01537P.OV-1-21F,14KW 1ctw (Dia=7stns w/ OV-0.9ctr) F+VS+ LGD  Pendant 2.58gms,14KW,2.58,PEND,,F+VS+,,1,780,https://images.kirajewels.net/USA/KJ01537P.OV-1-21F.png
KJ01537P.OV-1-22F,14KY 1ctw (OV-0.9ctr) F+VS+ LGD PEND 2.56gms,14KY,2.56,PEND,,F+VS+,,1,780,https://images.kirajewels.net/USA/KJ01537P.OV-1-22F.png
KJ01538E.EM-1.5-22F,14KY 1.5ctw (EM-0.8ctr) F+VS+ LGD EARR 2.72gms,14KY,2.72,EARR,,F+VS+,,1,682,https://images.kirajewels.net/USA/KJ01538E.EM-1.5-22F.png
KJ01538R.EM-1.5-21F,14KW 1.5ctw (Dia=1stns w/ EM-1.5ctr) F+VS+ LGD Sz 7 Ring 3.48gms,14KW,3.48,RING,,F+VS+,Sz 7,1,856,https://images.kirajewels.net/USA/KJ01538R.EM-1.5-21F.jpg
KJ01538R.EM-1.5-22F,14KY 1.5ctw (EM-1.5ctr) F+VS+ LGD RING 3.73gms,14KY,3.73,RING,,F+VS+,Sz 7,1,856,https://images.kirajewels.net/USA/KJ01538R.EM-1.5-22.png
KJ01539P.OV-1-21F,14KW 1ctw (Dia=9stns w/ OV-0.6ctr) F+VS+ LGD  Pendant 2.51gms,14KW,2.51,PEND,,F+VS+,,1,758,https://images.kirajewels.net/USA/KJ01539P.OV-1-21F.png
KJ01539P.OV-1-22F,14KY 1ctw (OV-0.6ctr) F+VS+ LGD PEND 2.38gms,14KY,2.38,PEND,,F+VS+,,1,758,https://images.kirajewels.net/USA/KJ01539P.OV-1-22F.png
KJ01540P.RD-1-21F,14KW 1ctw [D=15(RD-1ctr)] F+VS+ LGD Pend 2.39 gms,14KW,2.39,PEND,,F+VS+,"18""",1,857,https://images.kirajewels.net/USA/KJ01540P.RD-1-21F.png
KJ01540P.RD-1-22F,14KY 1ctw (RD-1ctr) F+VS+ LGD PEND 2.37gms,14KY,2.37,PEND,,F+VS+,,1,857,https://images.kirajewels.net/USA/KJ01540P.RD-1-22F.png
KJ01541P.PS-1-21F,14KW 1ctw (PS-1ctr) F+VS+ LGD PEND 2gms,14KW,1.99,PEND,,F+VS+,,1,740,https://images.kirajewels.net/USA/KJ01541P.PS-1-21F.png
KJ01541P.PS-1-22F,14KY 1ctw (Dia=1stns w/ PS-1ctr) F+VS+ LGD  Pendant 1.89gms,14KY,1.89,PEND,,F+VS+,,1,740,https://images.kirajewels.net/USA/KJ01541P.PS-1-22F.png
KJ01543P.HS-2-22F,14KY 2ctw (HS-1ctr) F+VS+ LGD PEND 0.71gms,14KY,0.71,PEND,,F+VS+,,1,836,https://images.kirajewels.net/USA/KJ01543P.HS-2-22F.jpg
KJ01543P.HS-2-22F,14KY 2ctw (HS - 1.02 ctr ) F+VS+ LGD PEND 0.71gms,14KY,0.71,PEND,,F+VS+,,1,836,https://images.kirajewels.net/USA/KJ01543P.HS-2-22F.jpg
KJ01544P.PS-HS-2-22F,14KY 2ctw (PS-1ctr) F+VS+ LGD PEND 1.4gms,14KY,1.38,PEND,,F+VS+,,1,924,https://images.kirajewels.net/USA/KJ01544P.PS-HS-2-22F.png
KJ01545P.HS-1-22F,14KY 1ctw (HS-1ctr) F+VS+ LGD PEND 0.33gms,14KY,0.33,PEND,,F+VS+,,1,584,https://images.kirajewels.net/USA/KJ01545P.HS-1-22.png
KJ01546R.HS-1-21F,14KW 4.5ctw (HS-1ctr) F+VS+  LGD RING 2.334gms,14KW,2.33,RING,,F+VS+,SZ 7,1,632,https://images.kirajewels.net/USA/KJ01546R.HS-1-21F.jpg
KJ01546R.HS-1-22F,14KY 1ctw (HS-1ctr) F+VS+ LGD RING 2.32gms,14KY,2.32,RING,,F+VS+,Sz 7,1,632,https://images.kirajewels.net/USA/KJ01546R.HS-1-22.png
KJ01547P.HS-1.2-22F,14KY 1.2ctw (HS-1ctr) F+VS+ LGD PEND 1.2gms,14KY,1.22,PEND,,F+VS+,,1,748,https://images.kirajewels.net/USA/KJ01547P.HS-1.2-22F.png
KJ01547R.HS-1.5-22F,14KY 1.5ctw (HS-1ctr) F+VS+ LGD RING 2.5gms,14KY,2.51,RING,,F+VS+,Sz7,1,749,https://images.kirajewels.net/USA/KJ01547R.HS-1.50-22.png
KJ01548E.RD-1.5-22F,14KY 1.5ctw (RD-0.2ctr) F+VS+ LGD EARR 1.5gms,14KY,1.5,EARR,,F+VS+,,1,486,https://images.kirajewels.net/USA/KJ01548E.RD-1.5-22.png
KJ01548P.RD-1-21F,14KW 1ctw (Dia=3stns w/ RD-0.3ctr) F+VS+ LGD  Pendant 0.52gms,14KW,0.52,PEND,,F+VS+,,1,486,https://images.kirajewels.net/USA/KJ01548P.RD-1-21.png
KJ01548P.RD-1-22F,14KY 1ctw (RD-0.3ctr) F+VS+ LGD PEND 0.6gms,14KY,0.57,PEND,,F+VS+,,1,486,https://images.kirajewels.net/USA/KJ01548P.RD-1-22.png
KJ01549P.RD-1-21F,14KW 1ctw [D=17(RD-0.96ctr)] F+VS+ LGD Pend 0.61 gms,14KW,0.61,PEND,,F+VS+,"18""",1,513,https://images.kirajewels.net/USA/KJ01549P.RD-1-21.png
KJ01549P.RD-1-22F,14KY 1ctw (RD-0.3ctr) F+VS+ LGD PEND 0.73gms,14KY,0.73,PEND,,F+VS+,,1,513,https://images.kirajewels.net/USA/KJ01549P.RD-1-22.png
KJ01550P.RD-1.5-22F,14KY 1.5ctw (RD-0.3ctr) F+VS+ LGD PEND 0.9gms,14KY,0.86,PEND,,F+VS+,,1,609,https://images.kirajewels.net/USA/KJ01550P.RD-1.5-22.png
KJ01551P.RD-2-22F,14KY 2ctw (RD-0.2ctr) F+VS+ LGD PEND 1.79gms,14KY,1.79,PEND,,F+VS+,,1,750,https://images.kirajewels.net/USA/KJ01551P.RD-2-22.png
KJ01552RW.RD-3.8-22F,14KY 3.8ctw (RD-2.8ctr) F+VS+ LGD RING 4.7gms,14KY,4.71,RING,,F+VS+,Sz7,1,1690,https://images.kirajewels.net/USA/KJ01552RW.RD-3.8-22F.png
KJ01554E.RD-0.3-21F,14KW 0.3ctw (RD-0.1ctr) F+VS+ LGD EARR 0.4gms,14KW,0.41,EARR,,F+VS+,,6,145,https://images.kirajewels.net/USA/KJ01554E.RD-0.3-21F.png
KJ01554E.RD-0.3-21F,14KW 0.3ctw (RD-0.1ctr) F+VS+ LGD EARR 0.4gms,14KW,0.41,EARR,,F+VS+,,1,145,https://images.kirajewels.net/USA/KJ01554E.RD-0.3-21F.png
KJ01554E.RD-0.3-22F,14KY 0.3ctw (RD-0.1ctr) F+VS+ LGD EARR 0.5gms,14KY,0.5,EARR,,F+VS+,,1,145,https://images.kirajewels.net/USA/KJ01554E.RD-0.3-22F.png
KJ01554E.RD-0.3-22F,14KY 0.3ctw (RD-0.1ctr) F+VS+ LGD EARR 0.5gms,14KY,0.5,EARR,,F+VS+,,1,145,https://images.kirajewels.net/USA/KJ01554E.RD-0.3-22F.png
KJ01554E.RD-2-22F,14KY 2ctw (Dia=2stns w/ RD-1ctr) F+VS+ LGD  Earring 1.46gms,14KY,1.46,EARR,,F+VS+,,1,791,https://images.kirajewels.net/USA/KJ01554E.RD-0.3-22F.png
KJ01554E.RD-3-22F,14KY 3ctw (Dia=2stns w/ RD-1.5ctr) F+VS+ LGD  Earring 1.46gms,14KY,1.46,EARR,,F+VS+,,1,1122,https://images.kirajewels.net/USA/KJ01554E.RD-0.3-22F.png
KJ01554E.RD-4-22F,14KY 4ctw (Dia=2stns w/ RD-2ctr) F+VS+ LGD  Earring 1.52gms,14KY,1.52,EARR,,F+VS+,,1,1504,https://images.kirajewels.net/USA/KJ01554E.RD-0.3-22F.png
KJ01554E.RD-6-22F,14KY 6ctw (Dia=2stns w/ RD-3ctr) F+VS+ LGD  Earring 1.78gms,14KY,1.78,EARR,,F+VS+,,1,2231,https://images.kirajewels.net/USA/KJ01554E.RD-0.3-22F.png
KJ01557R.OV-3-29F,14KTRI 3ctw (Dia=3stns w/ OV-2ctr) F+VS+ LGD Sz 7 Ring 5gms,14KTRI,5,RING,,F+VS+,Sz 7,1,1464,https://images.kirajewels.net/USA/KJ01557R.OV-3-29.png
KJ01557R.OV-3-29F,14KTRI 6ctw (OV-2ctr) F+VS+  LGD RING 5.006gms,14KTRI,5.01,RING,,F+VS+,,1,1464,https://images.kirajewels.net/USA/KJ01557R.OV-3-29.png
KJ01557R.RD-2.5-29F,14KTRI 2.5ctw [D=3(RD-2ctr)] F+VS+ LGD Ring 4.66 gms,14KTRI,4.66,RING,,F+VS+,SZ-7,1,1396,https://images.kirajewels.net/USA/KJ01557R.RD-2.5-29.png
KJ01558R.EM-3-29F,14KTRI 3ctw (Dia=1stns w/ EM-3ctr) F+VS+ LGD Sz 7 Ring 4.01gms,14KTRI,4.01,RING,,F+VS+,Sz 7,1,1315,https://images.kirajewels.net/USA/KJ01558R.EM-3-29.png
KJ01558R.EM-3-29F,14KTRI 1ctw (EM-3ctr) F+VS+  LGD RING 4.09gms,14KTRI,4.09,RING,,F+VS+,SZ 7,1,1315,https://images.kirajewels.net/USA/KJ01558R.EM-3-29.png
KJ01562E.HS-2-22F,14KY 2ctw (HS-1ctr) F+VS+ LGD EARR 1.6gms,14KY,1.6,EARR,,F+VS+,,5,810,https://images.kirajewels.net/USA/KJ01562E.HS-2-22F.png
KJ01562E.HS-2-22F,14KY 2ctw (HS-1ctr) F+VS+ LGD EARR 1.6gms,14KY,1.6,EARR,,F+VS+,,1,810,https://images.kirajewels.net/USA/KJ01562E.HS-2-22F.png
KJ01562E.RD-2-22F,14KY 2ctw (Dia=2stns w/ RD-1ctr) F+VS+ LGD  Earring 1.34gms,14KY,1.34,EARR,,F+VS+,,1,777,https://images.kirajewels.net/USA/KJ01562E.RD-2-22.png
KJ01562E.RD-3-22F,14KY 3ctw (Dia=2stns w/ RD-1.5ctr) F+VS+ LGD  Earring 1.39gms,14KY,1.39,EARR,,F+VS+,,1,1113,https://images.kirajewels.net/USA/KJ01562E.RD-2-22.png
KJ01562E.RD-4-22F,14KY 4ctw (Dia=2stns w/ RD-2ctr) F+VS+ LGD  Earring 1.46gms,14KY,1.46,EARR,,F+VS+,,1,1496,https://images.kirajewels.net/USA/KJ01562E.RD-2-22.png
KJ01562E.RD-5-22F,14KY 5ctw [D=2(RD-5ctr)] F+VS+ LGD Earr 1.61 gms,14KY,1.61,EARR,,F+VS+,,1,1839,https://images.kirajewels.net/USA/KJ01562E.RD-2-22.png
KJ01562E.RD-6-22F,14KY 6ctw (Dia=2stns w/ RD-3ctr) F+VS+ LGD  Earring 1.66gms,14KY,1.66,EARR,,F+VS+,,1,2211,https://images.kirajewels.net/USA/KJ01562E.RD-2-22.png
KJ01563P.OV-1-27F,14KRW 1ctw (OV-1ctr) F+VS+ LGD PEND 2.12gms,14KRW,2.12,PEND,,F+VS+,"18""",2,800,
KJ01564P.RD-1-21F,14KW 1ctw (Dia=1stns w/ RD-1ctr) F+VS+ LGD  Pendant 1.91gms,14KW,1.91,PEND,,F+VS+,,1,806,https://images.kirajewels.net/USA/KJ01564P.RD-1-21F.png
KJ01564P.RD-1-22F,14KY 1ctw (RD-1ctr) F+VS+ LGD PEND 2gms,14KY,1.98,PEND,,F+VS+,,1,806,https://images.kirajewels.net/USA/KJ01564P.RD-1-22F.png
KJ01565P.RD-0.5-27F,14KRW 0.5ctw (RD-0.2ctr) F+VS+ LGD PEND 1.94gms,14KRW,1.94,PEND,,F+VS+,"18""",2,611,
KJ01566P.PS-1-21F,14KW 1ctw (Dia=2stns w/ PS-0.7ctr) F+VS+ LGD  Pendant 1.53gms,14KW,1.53,PEND,,F+VS+,,1,657,https://images.kirajewels.net/USA/KJ01566P.PS-1-21F.jpg
KJ01566P.PS-1-22F,14KY 1ctw (PS-0.7ctr) F+VS+ LGD PEND 1.6gms,14KY,1.62,PEND,,F+VS+,,1,657,https://images.kirajewels.net/USA/KJ01566P.PS-1-22F.jpg
KJ01567P.OV-0.5-22F,14KY 0.5ctw (OV-0.6ctr) F+VS+ LGD PEND 4.51gms,14KY,4.51,PEND,,F+VS+,,1,972,https://images.kirajewels.net/USA/KJ01567P.OV-0.5-22F.jpg
KJ01567P.OV-0.50-21F,14KW .50ctw [D=2(OV-0.55ctr)] F+VS+ LGD Pend 4.71 gms,14KW,4.71,PEND,,F+VS+,"18""",1,972,https://images.kirajewels.net/USA/KJ01567P.OV-0.50-21F.jpg
KJ01568E.RD-2-22F,14KY 2ctw (RD-0.9ctr) F+VS+ LGD EARR 4.1gms,14KY,4.06,EARR,,F+VS+,,1,968,https://images.kirajewels.net/USA/KJ01568E.RD-2-22.png
KJ01568P.RD-1.5-22F,14KY 1.5ctw (RD-1.5ctr) F+VS+ LGD PEND 2.6gms,14KY,2.58,PEND,,F+VS+,,1,1056,https://images.kirajewels.net/USA/KJ01568P.RD-1.5-22.png
KJ01570E.OV-4.75-22F,14KY 4.75ctw (OV-1.1ctr) F+VS+ LGD EARR 3.91gms,14KY,3.91,EARR,,F+VS+,,1,1545,https://images.kirajewels.net/USA/KJ01570E.OV-4.75-22F.png
KJ01571E.RD-2-22F,14KY 2ctw (RD-0.8ctr) F+VS+ LGD EARR 3.28gms,14KY,3.28,EARR,,F+VS+,,1,808,https://images.kirajewels.net/USA/KJ01571E.RD-2-22F.png
KJ01572R.RD-1.75-21F,14KW 1.75ctw [D=33(RD-1.48ctr)] F+VS+ LGD Ring 4.58 gms,14KW,4.58,RING,,F+VS+,Sz 7,1,1222,https://images.kirajewels.net/USA/KJ01572R.RD-1.75-21F.png
KJ01572R.RD-1.75-22F,14KY 1.75ctw (RD-1.5ctr) F+VS+ LGD RING 4.55gms,14KY,4.55,RING,,F+VS+,Sz 7,1,1222,https://images.kirajewels.net/USA/KJ01572R.RD-1.75-22.png
KJ01573P.RD-3-22F,14KY 3ctw (RD-0.8ctr) F+VS+ LGD PEND 3.01gms,14KY,3.01,PEND,,F+VS+,,1,1161,https://images.kirajewels.net/USA/KJ01573P.RD-3-22F.png
KJ01574P.PS-1.5-22F,14KY 1.5ctw (PS-0.8ctr) F+VS+ LGD PEND 1.39gms,14KY,1.39,PEND,,F+VS+,,1,688,https://images.kirajewels.net/USA/KJ01574P.PS-1.5-22F.png
KJ01575P.OV-1-21F,14KW ctw (OV-0.97ctr) F+VS+  LGD PEND 2.536gms,14KW,2.54,PEND,,F+VS+,,1,834,https://images.kirajewels.net/USA/KJ01575P.OV-1-21F.png
KJ01575P.OV-1-22F,14KY 1ctw (Dia=1stns w/ OV-0.3ctr) F+VS+ LGD  Pendant 2.49gms,14KY,2.49,PEND,,F+VS+,,1,834,https://images.kirajewels.net/USA/KJ01575P.OV-1-22F.jpg
KJ01576M.OV-2-24V1,14KWY 2ctw [D=4(OV-1.96ctr)] F+VVS+ LGD Mens Ring 6.93 gms PINK,14KWY,6.93,RING,,F+VVS+,Sz 10,1,1774,https://images.kirajewels.net/USA/KJ01576M.OV-2-24.png
KJ01576M.OV-2-24V2,14KWY 2ctw [D=4(OV-1.96ctr)] F+VVS+ LGD Mens Ring 6.93 gms BLUE,14KWY,6.93,RING,,F+VVS+,Sz 10,1,1774,https://images.kirajewels.net/USA/KJ01576M.OV-2-24.png
KJ01578P.OV-1.5-21F,14KW 1.5ctw [D=1(OV-1.5ctr)] F+VS+ LGD Pend 1.94 gms,14KW,1.94,PEND,,F+VS+,,1,897,https://images.kirajewels.net/USA/KJ01578P.OV-1.5-21F.png
KJ01579M.EM-2-21F,14KW 2ctw (EM-2ctr) F+VS+ LGD RING 7.55gms,14KW,7.55,RING,,F+VS+,Sz 10,1,1525,https://images.kirajewels.net/USA/KJ01579M.EM-2-21F.png
KJ01580P.OV-1-25F,14KWR 1ctw [D=17(OV-1.03ctr)] F+VS+ LGD Pend 1.88 gms,14KWR,1.88,PEND,,F+VS+,"18""",1,769,
KJ01581B.OV-1-21F,14KW 3ctw (OV-0.97ctr) F+VS+  LGD BRAC 1.375gms,14KW,1.38,BRAC,,F+VS+,,1,1245,
KJ01581B.OV-1-24F,"14KWY 1ctw (Dia=1stns w/ OV-3ctr) F+VS+ LGD 7"" Bracelet 1.49gms",14KWY,1.49,BRAC,,F+VS+,"7""",1,1245,
KJ01582P.EM-0.5-22F,14KY 0.5ctw (EM-0.5ctr) F+VS+ LGD PEND 1.13gms,14KY,1.13,PEND,,F+VS+,,1,500,https://images.kirajewels.net/USA/KJ01582P.EM-0.5-22.png
KJ01584P.OV-0.5-22F,14KY 0.5ctw (OV-0.5ctr) F+VS+ LGD PEND 1.09gms,14KY,1.09,PEND,,F+VS+,,1,496,https://images.kirajewels.net/USA/KJ01584P.OV-0.5-22F.jpg
KJ01585M.OV-2-22F,14KY 2ctw (OV-2ctr) F+VS+ LGD RING 8.51gms,14KY,8.51,RING,,F+VS+,Sz 10,1,1765,https://images.kirajewels.net/USA/KJ01585M.OV-2-22F.png
KJ01586R.PS-2-22F,14KY 2ctw (PS-1ctr) F+VS+ LGD RING 4.1gms,14KY,4.13,RING,,F+VS+,Sz7,1,1026,https://images.kirajewels.net/USA/KJ01586R.PS-2-22.png
KJ01588R.OV-4.5-25F,14KWR 4.5ctw (Dia=107stns w/ OV-4ctr) F+VS+ LGD Sz 7 Ring 3.99gms,14KWR,3.99,RING,,F+VS+,Sz 7,1,1991,https://images.kirajewels.net/USA/KJ01588R.OV-4.5-25F.jpg
KJ01588R.OV-4.5-25F,14KWR 6ctw (OV-4ctr) F+VS+  LGD RING 3.928gms,14KWR,3.93,RING,,F+VS+,SZ 7,1,1991,https://images.kirajewels.net/USA/KJ01588R.OV-4.5-25F.jpg
KJ01589R.CE-4.5-24F,14KWY 4.5ctw (CE-3.9ctr) F+VS+ LGD RING 4.86gms,14KWY,4.86,RING,,F+VS+,Sz 7,1,2054,
KJ01590R.OV-3.5-24VY,14KWY 3.5ctw (Dia=39stns w/ OV-3ctr) YEL LGD Sz 7 Ring 4.38gms,14KWY,4.38,RING,,F+VVS+,Sz 7,1,2862,https://images.kirajewels.net/USA/KJ01590R.OV-3.5-24VY.jpg
KJ01591R.RD-5.5-22F,14KY 5.5ctw [D=35(RD-4.95ctr)] F+VS+ LGD Ring 3.79 gms,14KY,3.79,RING,,F+VS+,Sz 7,1,2313,https://images.kirajewels.net/USA/KJ01591R.RD-5.5-22.png
KJ01592R.OV-5-22F,14KY 5ctw (OV-5ctr) F+VS+ LGD RING 4.67gms,14KY,4.67,RING,,F+VS+,Sz 7,1,2189,https://images.kirajewels.net/USA/KJ01592R.OV-4-22.png
KJ01593R.EM-4.25-25F,14KWR 4.25ctw (EM-4ctr) F+VS+ LGD RING 5.02gms,14KWR,5.02,RING,,F+VS+,Sz 7,1,1890,
KJ01593R.EM-4.25-25V,14KWR 4.27ctw (EM-3.95ctr) F+VVS+  LGD RING 5.006gms,14KWR,5.01,RING,,F+VVS+,SZ 7,1,2345,https://images.kirajewels.net/USA/KJ01593R.EM-4.25-25V.jpg
KJ01594R.EM-6.3-21F,14KW 6.33ctw (Dia=71stns w/ EM-5ctr) F+VS+ LGD Sz 7 Ring 5.32gms,14KW,5.32,RING,,F+VS+,Sz 7,1,2380,https://images.kirajewels.net/USA/KJ01594R.EM-6.3-21F.png
KJ01594R.RA-6.3-24FY,14KWY 6.33ctw (Dia=71stns w/ RA-0.3ctr) F+VS+ LGD Sz 7 Ring 5.47gms,14KWY,5.53,RING,,F+VS+,SZ 7,1,5353,https://images.kirajewels.net/USA/KJ01594R.RA-6.3-24FY.jpg
KJ01594R.RA-6.3-24FY,14KWY 6.33ctw (Dia=71stns w/ RA-0.3ctr) F+VS+ LGD Sz 7 Ring 5.47gms,14KWY,5.47,RING,,F+VS+,Sz 7,1,5353,https://images.kirajewels.net/USA/KJ01594R.RA-6.3-24FY.jpg
KJ01595R.EM-5.5-22F,14KY 5.5ctw [D=49(EM-4.8ctr)] F+VS+ LGD Ring 3.87 gms,14KY,3.87,RING,,F+VS+,Sz 7,1,2030,https://images.kirajewels.net/USA/KJ01595R.EM-5.5-22F.png
KJ01597R.CE-4.5-22F,14KY 4.5ctw (CE-4ctr) F+VS+ LGD RING 3.25gms,14KY,3.25,RING,,F+VS+,Sz 7,1,1761,https://images.kirajewels.net/USA/KJ01597R.CE-4.5-22.png
KJ01598R.OV-4.5-21F,14KW 4.5ctw (OV-4ctr) F+VS+ LGD RING 3.65gms,14KW,3.65,RING,,F+VS+,Sz 7,1,1892,https://images.kirajewels.net/USA/KJ01598R.OV-4.5-21.png
KJ01598R.OV-4.5-22F,14KY 5ctw (OV-4ctr) F+VS+  LGD RING 3.412gms,14KY,3.41,RING,,F+VS+,SZ 7,1,1892,https://images.kirajewels.net/USA/KJ01598R.OV-4.50-22.png
KJ01599N.EM-3-21F,14KW 3ctw [D=6(EM-1.8ctr)] F+VS+ LGD Necklace 2.663 gms,14KW,2.66,NECK,,F+VS+,,1,1110,https://images.kirajewels.net/USA/KJ01599N.EM-3-21F.png
KJ01599N.PS-3-21F,14KW 3ctw [D=6(PS-1.9ctr)] F+VS+ LGD Necklace 2.873 gms,14KW,2.87,NECK,,F+VS+,,1,1183,https://images.kirajewels.net/USA/KJ01599N.PS-3-21.png
KJ01599N.RA-3-22FY,14KY 3ctw [D=6(YELLOW RA-1.9ctr)] F+VS+ LGD Necklace 2.7 gms,14KY,2.7,NECK,,F+VS+,,1,1838,
KJ01600N.OV-3-21F,14KW 3ctw [D=9(OV-1ctr)] F+VS+ LGD Necklace 4.1 gms,14KW,4.1,NECK,,F+VS+,,1,1312,https://images.kirajewels.net/USA/KJ01600N.OV-3-21.png
KJ01601N.OV-4-29F,14KTRI 4ctw [D=12(OV-1.5ctr)] F+VS+ LGD Necklace 1.172 gms,14KTRI,1.17,NECK,,F+VS+,,1,1847,
KJ01602N.OV-3.5-21F,14KW 3.5ctw [D=19(OV-2ctr)] F+VS+ LGD Neck 1.86 gms,14KW,1.86,NECK,,F+VS+,,1,1501,https://images.kirajewels.net/USA/KJ01602N.OV-3.5-21.png
KJ01603P.EM-2-22F,14KY 2ctw (EM-2ctr) F+VS+ LGD PEND 0.84gms,14KY,0.84,PEND,,F+VS+,,1,834,https://images.kirajewels.net/USA/KJ01603P.EM-2-22.png
KJ01603P.RD-2-22F,14KY 2ctw (RD-2ctr) F+VS+ LGD PEND 0.8gms,14KY,0.8,PEND,,F+VS+,,1,1015,https://images.kirajewels.net/USA/KJ01603P.RD-2-22.png
KJ01604P.EM-2-22F,14KY 2ctw (EM-2ctr) F+VS+ LGD PEND 1.17gms,14KY,1.17,PEND,,F+VS+,,1,988,https://images.kirajewels.net/USA/KJ01604P.EM-2-22.png
KJ01604P.OV-2-22F,14KY 2ctw (OV-2ctr) F+VS+ LGD PEND 1.36gms,14KY,1.36,PEND,,F+VS+,,1,1124,https://images.kirajewels.net/USA/KJ01604P.OV-2-22.png
KJ01604P.PS-2-22F,14KY 2ctw (PS-2ctr) F+VS+ LGD PEND 1.33gms,14KY,1.33,PEND,,F+VS+,,1,1077,https://images.kirajewels.net/USA/KJ01604P.PS-2-22.png
KJ01604P.RD-2-22F,14KY 2ctw (RD-2ctr) F+VS+ LGD PEND 1.36gms,14KY,1.36,PEND,,F+VS+,,1,1269,https://images.kirajewels.net/USA/KJ01604P.RD-2-22.png
KJ01605N.OV-3.5-22F,14KY 3.5ctw [D=9(OV-1.5ctr)] F+VS+ LGD Necklace 3.03 gms,14KY,3.03,NECK,,F+VS+,,1,1742,https://images.kirajewels.net/USA/KJ01605N.OV-3.5-22.png
KJ01606N.OV-2.5-23F,"14KR 2.5ctw (Dia=26stns w/ OV-0.9ctr) F+VS+ LGD 18"" Necklace 1.74gms",14KR,1.74,NECK,,F+VS+,"18""",1,1149,https://images.kirajewels.net/USA/KJ01606N.OV-2.5-23.png
KJ01607N.OV-1.5-22FY,14KY 1.5ctw (OV-1.4ctr) YELLOW LGD NECK 2.64gms,14KY,2.64,PEND,,,"18""",1,1364,https://images.kirajewels.net/USA/KJ01607N.OV-1.5-22FY.png
KJ01607N.OV-1.5-23F,"14KR 1.5ctw (Dia=21stns w/ OV-1.3ctr) F+VS+ LGD 18"" Necklace 1.53gms",14KR,1.53,NECK,,F+VS+,"18""",1,872,https://images.kirajewels.net/USA/KJ01607N.OV-1.5-23F.png
KJ01608N.EM-3-22F,14KY 3ctw [D=7(EM-1ctr)] F+VS+ LGD Necklace 0.398 gms,14KY,0.4,NECK,,F+VS+,,1,1420,https://images.kirajewels.net/USA/KJ01608N.EM-3-22.png
KJ01609N.PS-2.5-22F,14KY 2.5ctw [D=7(PS-0.5ctr)] F+VS+ LGD Necklace 3.315 gms,14KY,3.32,NECK,,F+VS+,,1,1261,https://images.kirajewels.net/USA/KJ01609N.PS-2.5-22.png
KJ01610N.RD-3-21F,14KW 3ctw [D=11(RD-0.49ctr)] F+VS+ LGD Neck 6.07 gms,14KW,6.07,NECK,,F+VS+,"18""",1,1574,https://images.kirajewels.net/USA/KJ01610N.RD-3-21.png
KJ01611N.PS-3-21F,14KW 3ctw (PS-0.7ctr) F+VS+ LGD NECK 0.39gms,14KW,0.39,NECK,,F+VS+,"18""",1,1098,https://images.kirajewels.net/USA/KJ01611N.PS-3-21.png
KJ01619E.OV-2-22F,14KY 2ctw (Dia=2stns w/ OV-1ctr) F+VS+ LGD  Earring 4.44gms,14KY,4.44,EARR,,F+VS+,,1,1132,https://images.kirajewels.net/USA/KJ01619E.OV-2-22F.png
KJ01620E.RD-2-22F,14KY 2ctw (RD-1ctr) F+VS+ LGD EARR 3.19gms,14KY,3.19,EARR,,F+VS+,,1,1040,https://images.kirajewels.net/USA/KJ01620E.RD-2-22F.png
KJ01621M.EM-2-26F,14KYW 2ctw (Dia=1stns w/ EM-2ctr) F+VS+ LGD Sz 10 Ring 8.78gms,14KYW,8.78,RING,,F+VS+,Sz 10,1,1712,
KJ01622R.OV-2-21F,14KW 2ctw (OV-2ctr) F+VS+  LGD RING 7.97gms,14KW,7.97,RING,,F+VS+,SZ 7,1,1647,https://images.kirajewels.net/USA/KJ01622R.OV-2-21F.png
KJ01622R.OV-2-22F,14KY 2ctw (Dia=1stns w/ OV-2ctr) F+VS+ LGD Sz 7 Ring 7.67gms,14KY,7.67,RING,,F+VS+,Sz 7,1,1647,https://images.kirajewels.net/USA/KJ01622R.OV-2-22.png
KJ01623M.EM-2-22F,14KY 2ctw (EM-2ctr) F+VS+ LGD RING 5.38gms,14KY,5.38,RING,,F+VS+,Sz 10,1,1205,https://images.kirajewels.net/USA/KJ01623M.EM-2-22F.png
KJ01624R.RD-2.5-22F,14KY 2.5ctw [D=32(RD-2.38ctr)] F+VS+ LGD Ring 7.32 gms,14KY,7.32,RING,,F+VS+,Sz 7,1,1826,https://images.kirajewels.net/USA/KJ01624R.RD-2.5-22.png
KJ01625R.OV-2-22F,14KY 2ctw (Dia=2stns w/ OV-1ctr) F+VS+ LGD Sz 7 Ring 6.08gms,14KY,6.08,RING,,F+VS+,Sz 7,1,1325,https://images.kirajewels.net/USA/KJ01625R.OV-2-22F.png
KJ01625R.PS-OV-3-22F,14KY 3ctw [D=2(PS-1.5ctr)] F+VS+ LGD Ring 6.81 gms,14KY,6.81,RING,,F+VS+,SZ-7,1,1694,https://images.kirajewels.net/USA/KJ01625R.PS-OV-3-22F.png
